ID,parents,children
4110,usual,1
4111,usual,1
4112,usual,1
4113,usual,1
4114,usual,1
4115,usual,1
4116,usual,1
4117,usual,1
4118,usual,1
4119,usual,1
4120,usual,1
4121,usual,1
4122,usual,1
4123,usual,1
4124,usual,1
4125,usual,1
4126,usual,1
4127,usual,1
4128,usual,1
4129,usual,1
4130,usual,1
4131,usual,1
4132,usual,1
4133,usual,1
4134,usual,1
4135,usual,1
4136,usual,1
4137,usual,1
4138,usual,1
4139,usual,1
4140,usual,1
4141,usual,1
4142,usual,1
4143,usual,1
4144,usual,1
4145,usual,1
4146,usual,1
4147,usual,1
4148,usual,1
4149,usual,1
4150,usual,1
4151,usual,1
4152,usual,1
4153,usual,1
4154,usual,1
4155,usual,1
4156,usual,1
4157,usual,1
4158,usual,2
4159,usual,2
4160,usual,2
4161,usual,2
4162,usual,2
4163,usual,2
4164,usual,2
4165,usual,2
4166,usual,2
4167,usual,2
4168,usual,2
4169,usual,2
4170,usual,2
4171,usual,2
4172,usual,2
4173,usual,2
4174,usual,2
4175,usual,2
4176,usual,2
4177,usual,2
4178,usual,2
4179,usual,2
4180,usual,2
4181,usual,2
4182,usual,2
4183,usual,2
4184,usual,2
4185,usual,2
4186,usual,2
4187,usual,2
4188,usual,2
4189,usual,2
4190,usual,2
4191,usual,2
4192,usual,2
4193,usual,2
4194,usual,2
4195,usual,2
4196,usual,2
4197,usual,2
4198,usual,2
4199,usual,2
4200,usual,2
4201,usual,2
4202,usual,2
4203,usual,2
4204,usual,2
4205,usual,2
4206,usual,2
4207,usual,2
4208,usual,2
4209,usual,2
4210,usual,2
4211,usual,2
4212,usual,3
4213,usual,3
4214,usual,3
4215,usual,3
4216,usual,3
4217,usual,3
4218,usual,3
4219,usual,3
4220,usual,3
4221,usual,3
4222,usual,3
4223,usual,3
4224,usual,3
4225,usual,3
4226,usual,3
4227,usual,3
4228,usual,3
4229,usual,3
4230,usual,3
4231,usual,3
4232,usual,3
4233,usual,3
4234,usual,3
4235,usual,3
4236,usual,3
4237,usual,3
4238,usual,3
4239,usual,3
4240,usual,3
4241,usual,3
4242,usual,3
4243,usual,3
4244,usual,3
4245,usual,3
4246,usual,3
4247,usual,3
4248,usual,3
4249,usual,3
4250,usual,3
4251,usual,3
4252,usual,3
4253,usual,3
4254,usual,3
4255,usual,3
4256,usual,3
4257,usual,3
4258,usual,3
4259,usual,3
4260,usual,3
4261,usual,3
4262,usual,3
4263,usual,3
4264,usual,3
4265,usual,3
4266,usual,more
4267,usual,more
4268,usual,more
4269,usual,more
4270,usual,more
4271,usual,more
4272,usual,more
4273,usual,more
4274,usual,more
4275,usual,more
4276,usual,more
4277,usual,more
4278,usual,more
4279,usual,more
4280,usual,more
4281,usual,more
4282,usual,more
4283,usual,more
4284,usual,more
4285,usual,more
4286,usual,more
4287,usual,more
4288,usual,more
4289,usual,more
4290,usual,more
4291,usual,more
4292,usual,more
4293,usual,more
4294,usual,more
4295,usual,more
4296,usual,more
4297,usual,more
4298,usual,more
4299,usual,more
4300,usual,more
4301,usual,more
4302,usual,more
4303,usual,more
4304,usual,more
4305,usual,more
4306,usual,more
4307,usual,more
4308,usual,more
4309,usual,more
4310,usual,more
4311,usual,more
4312,usual,more
4313,usual,more
4314,usual,more
4315,usual,more
4316,usual,more
4317,usual,more
4318,usual,more
4319,usual,more
4320,pretentious,1
4321,pretentious,1
4322,pretentious,1
4323,pretentious,1
4324,pretentious,1
4325,pretentious,1
4326,pretentious,1
4327,pretentious,1
4328,pretentious,1
4329,pretentious,1
4330,pretentious,1
4331,pretentious,1
4332,pretentious,1
4333,pretentious,1
4334,pretentious,1
4335,pretentious,1
4336,pretentious,1
4337,pretentious,1
4338,pretentious,1
4339,pretentious,1
4340,pretentious,1
4341,pretentious,1
4342,pretentious,1
4343,pretentious,1
4344,pretentious,1
4345,pretentious,1
4346,pretentious,1
4347,pretentious,1
4348,pretentious,1
4349,pretentious,1
4350,pretentious,1
4351,pretentious,1
4352,pretentious,1
4353,pretentious,1
4354,pretentious,1
4355,pretentious,1
4356,pretentious,1
4357,pretentious,1
4358,pretentious,1
4359,pretentious,1
4360,pretentious,1
4361,pretentious,1
4362,pretentious,1
4363,pretentious,1
4364,pretentious,1
4365,pretentious,1
4366,pretentious,1
4367,pretentious,1
4368,pretentious,1
4369,pretentious,1
4370,pretentious,1
4371,pretentious,1
4372,pretentious,1
4373,pretentious,1
4374,pretentious,2
4375,pretentious,2
4376,pretentious,2
4377,pretentious,2
4378,pretentious,2
4379,pretentious,2
4380,pretentious,2
4381,pretentious,2
4382,pretentious,2
4383,pretentious,2
4384,pretentious,2
4385,pretentious,2
4386,pretentious,2
4387,pretentious,2
4388,pretentious,2
4389,pretentious,2
4390,pretentious,2
4391,pretentious,2
4392,pretentious,2
4393,pretentious,2
4394,pretentious,2
4395,pretentious,2
4396,pretentious,2
4397,pretentious,2
4398,pretentious,2
4399,pretentious,2
4400,pretentious,2
4401,pretentious,2
4402,pretentious,2
4403,pretentious,2
4404,pretentious,2
4405,pretentious,2
4406,pretentious,2
4407,pretentious,2
4408,pretentious,2
4409,pretentious,2
4410,pretentious,2
4411,pretentious,2
4412,pretentious,2
4413,pretentious,2
4414,pretentious,2
4415,pretentious,2
4416,pretentious,2
4417,pretentious,2
4418,pretentious,2
4419,pretentious,2
4420,pretentious,2
4421,pretentious,2
4422,pretentious,2
4423,pretentious,2
4424,pretentious,2
4425,pretentious,2
4426,pretentious,2
4427,pretentious,2
4428,pretentious,3
4429,pretentious,3
4430,pretentious,3
4431,pretentious,3
4432,pretentious,3
4433,pretentious,3
4434,pretentious,3
4435,pretentious,3
4436,pretentious,3
4437,pretentious,3
4438,pretentious,3
4439,pretentious,3
4440,pretentious,3
4441,pretentious,3
4442,pretentious,3
4443,pretentious,3
4444,pretentious,3
4445,pretentious,3
4446,pretentious,3
4447,pretentious,3
4448,pretentious,3
4449,pretentious,3
4450,pretentious,3
4451,pretentious,3
4452,pretentious,3
4453,pretentious,3
4454,pretentious,3
4455,pretentious,3
4456,pretentious,3
4457,pretentious,3
4458,pretentious,3
4459,pretentious,3
4460,pretentious,3
4461,pretentious,3
4462,pretentious,3
4463,pretentious,3
4464,pretentious,3
4465,pretentious,3
4466,pretentious,3
4467,pretentious,3
4468,pretentious,3
4469,pretentious,3
4470,pretentious,3
4471,pretentious,3
4472,pretentious,3
4473,pretentious,3
4474,pretentious,3
4475,pretentious,3
4476,pretentious,3
4477,pretentious,3
4478,pretentious,3
4479,pretentious,3
4480,pretentious,3
4481,pretentious,3
4482,pretentious,more
4483,pretentious,more
4484,pretentious,more
4485,pretentious,more
4486,pretentious,more
4487,pretentious,more
4488,pretentious,more
4489,pretentious,more
4490,pretentious,more
4491,pretentious,more
4492,pretentious,more
4493,pretentious,more
4494,pretentious,more
4495,pretentious,more
4496,pretentious,more
4497,pretentious,more
4498,pretentious,more
4499,pretentious,more
4500,pretentious,more
4501,pretentious,more
4502,pretentious,more
4503,pretentious,more
4504,pretentious,more
4505,pretentious,more
4506,pretentious,more
4507,pretentious,more
4508,pretentious,more
4509,pretentious,more
4510,pretentious,more
4511,pretentious,more
4512,pretentious,more
4513,pretentious,more
4514,pretentious,more
4515,pretentious,more
4516,pretentious,more
4517,pretentious,more
4518,pretentious,more
4519,pretentious,more
4520,pretentious,more
4521,pretentious,more
4522,pretentious,more
4523,pretentious,more
4524,pretentious,more
4525,pretentious,more
4526,pretentious,more
4527,pretentious,more
4528,pretentious,more
4529,pretentious,more
4530,pretentious,more
4531,pretentious,more
4532,pretentious,more
4533,pretentious,more
4534,pretentious,more
4535,pretentious,more
4536,pretentious,1
4537,pretentious,1
4538,pretentious,1
4539,pretentious,1
4540,pretentious,1
4541,pretentious,1
4542,pretentious,1
4543,pretentious,1
4544,pretentious,1
4545,pretentious,1
4546,pretentious,1
4547,pretentious,1
4548,pretentious,1
4549,pretentious,1
4550,pretentious,1
4551,pretentious,1
4552,pretentious,1
4553,pretentious,1
4554,pretentious,1
4555,pretentious,1
4556,pretentious,1
4557,pretentious,1
4558,pretentious,1
4559,pretentious,1
4560,pretentious,1
4561,pretentious,1
4562,pretentious,1
4563,pretentious,1
4564,pretentious,1
4565,pretentious,1
4566,pretentious,1
4567,pretentious,1
4568,pretentious,1
4569,pretentious,1
4570,pretentious,1
4571,pretentious,1
4572,pretentious,1
4573,pretentious,1
4574,pretentious,1
4575,pretentious,1
4576,pretentious,1
4577,pretentious,1
4578,pretentious,1
4579,pretentious,1
4580,pretentious,1
4581,pretentious,1
4582,pretentious,1
4583,pretentious,1
4584,pretentious,1
4585,pretentious,1
4586,pretentious,1
4587,pretentious,1
4588,pretentious,1
4589,pretentious,1
4590,pretentious,2
4591,pretentious,2
4592,pretentious,2
4593,pretentious,2
4594,pretentious,2
4595,pretentious,2
4596,pretentious,2
4597,pretentious,2
4598,pretentious,2
4599,pretentious,2
4600,pretentious,2
4601,pretentious,2
4602,pretentious,2
4603,pretentious,2
4604,pretentious,2
4605,pretentious,2
4606,pretentious,2
4607,pretentious,2
4608,pretentious,2
4609,pretentious,2
4610,pretentious,2
4611,pretentious,2
4612,pretentious,2
4613,pretentious,2
4614,pretentious,2
4615,pretentious,2
4616,pretentious,2
4617,pretentious,2
4618,pretentious,2
4619,pretentious,2
4620,pretentious,2
4621,pretentious,2
4622,pretentious,2
4623,pretentious,2
4624,pretentious,2
4625,pretentious,2
4626,pretentious,2
4627,pretentious,2
4628,pretentious,2
4629,pretentious,2
4630,pretentious,2
4631,pretentious,2
4632,pretentious,2
4633,pretentious,2
4634,pretentious,2
4635,pretentious,2
4636,pretentious,2
4637,pretentious,2
4638,pretentious,2
4639,pretentious,2
4640,pretentious,2
4641,pretentious,2
4642,pretentious,2
4643,pretentious,2
4644,pretentious,3
4645,pretentious,3
4646,pretentious,3
4647,pretentious,3
4648,pretentious,3
4649,pretentious,3
4650,pretentious,3
4651,pretentious,3
4652,pretentious,3
4653,pretentious,3
4654,pretentious,3
4655,pretentious,3
4656,pretentious,3
4657,pretentious,3
4658,pretentious,3
4659,pretentious,3
4660,pretentious,3
4661,pretentious,3
4662,pretentious,3
4663,pretentious,3
4664,pretentious,3
4665,pretentious,3
4666,pretentious,3
4667,pretentious,3
4668,pretentious,3
4669,pretentious,3
4670,pretentious,3
4671,pretentious,3
4672,pretentious,3
4673,pretentious,3
4674,pretentious,3
4675,pretentious,3
4676,pretentious,3
4677,pretentious,3
4678,pretentious,3
4679,pretentious,3
4680,pretentious,3
4681,pretentious,3
4682,pretentious,3
4683,pretentious,3
4684,pretentious,3
4685,pretentious,3
4686,pretentious,3
4687,pretentious,3
4688,pretentious,3
4689,pretentious,3
4690,pretentious,3
4691,pretentious,3
4692,pretentious,3
4693,pretentious,3
4694,pretentious,3
4695,pretentious,3
4696,pretentious,3
4697,pretentious,3
4698,pretentious,more
4699,pretentious,more
4700,pretentious,more
4701,pretentious,more
4702,pretentious,more
4703,pretentious,more
4704,pretentious,more
4705,pretentious,more
4706,pretentious,more
4707,pretentious,more
4708,pretentious,more
4709,pretentious,more
4710,pretentious,more
4711,pretentious,more
4712,pretentious,more
4713,pretentious,more
4714,pretentious,more
4715,pretentious,more
4716,pretentious,more
4717,pretentious,more
4718,pretentious,more
4719,pretentious,more
4720,pretentious,more
4721,pretentious,more
4722,pretentious,more
4723,pretentious,more
4724,pretentious,more
4725,pretentious,more
4726,pretentious,more
4727,pretentious,more
4728,pretentious,more
4729,pretentious,more
4730,pretentious,more
4731,pretentious,more
4732,pretentious,more
4733,pretentious,more
4734,pretentious,more
4735,pretentious,more
4736,pretentious,more
4737,pretentious,more
4738,pretentious,more
4739,pretentious,more
4740,pretentious,more
4741,pretentious,more
4742,pretentious,more
4743,pretentious,more
4744,pretentious,more
4745,pretentious,more
4746,pretentious,more
4747,pretentious,more
4748,pretentious,more
4749,pretentious,more
4750,pretentious,more
4751,pretentious,more
4752,pretentious,1
4753,pretentious,1
4754,pretentious,1
4755,pretentious,1
4756,pretentious,1
4757,pretentious,1
4758,pretentious,1
4759,pretentious,1
4760,pretentious,1
4761,pretentious,1
4762,pretentious,1
4763,pretentious,1
4764,pretentious,1
4765,pretentious,1
4766,pretentious,1
4767,pretentious,1
4768,pretentious,1
4769,pretentious,1
4770,pretentious,1
4771,pretentious,1
4772,pretentious,1
4773,pretentious,1
4774,pretentious,1
4775,pretentious,1
4776,pretentious,1
4777,pretentious,1
4778,pretentious,1
4779,pretentious,1
4780,pretentious,1
4781,pretentious,1
4782,pretentious,1
4783,pretentious,1
4784,pretentious,1
4785,pretentious,1
4786,pretentious,1
4787,pretentious,1
4788,pretentious,1
4789,pretentious,1
4790,pretentious,1
4791,pretentious,1
4792,pretentious,1
4793,pretentious,1
4794,pretentious,1
4795,pretentious,1
4796,pretentious,1
4797,pretentious,1
4798,pretentious,1
4799,pretentious,1
4800,pretentious,1
4801,pretentious,1
4802,pretentious,1
4803,pretentious,1
4804,pretentious,1
4805,pretentious,1
4806,pretentious,2
4807,pretentious,2
4808,pretentious,2
4809,pretentious,2
4810,pretentious,2
4811,pretentious,2
4812,pretentious,2
4813,pretentious,2
4814,pretentious,2
4815,pretentious,2
4816,pretentious,2
4817,pretentious,2
4818,pretentious,2
4819,pretentious,2
4820,pretentious,2
4821,pretentious,2
4822,pretentious,2
4823,pretentious,2
4824,pretentious,2
4825,pretentious,2
4826,pretentious,2
4827,pretentious,2
4828,pretentious,2
4829,pretentious,2
4830,pretentious,2
4831,pretentious,2
4832,pretentious,2
4833,pretentious,2
4834,pretentious,2
4835,pretentious,2
4836,pretentious,2
4837,pretentious,2
4838,pretentious,2
4839,pretentious,2
4840,pretentious,2
4841,pretentious,2
4842,pretentious,2
4843,pretentious,2
4844,pretentious,2
4845,pretentious,2
4846,pretentious,2
4847,pretentious,2
4848,pretentious,2
4849,pretentious,2
4850,pretentious,2
4851,pretentious,2
4852,pretentious,2
4853,pretentious,2
4854,pretentious,2
4855,pretentious,2
4856,pretentious,2
4857,pretentious,2
4858,pretentious,2
4859,pretentious,2
4860,pretentious,3
4861,pretentious,3
4862,pretentious,3
4863,pretentious,3
4864,pretentious,3
4865,pretentious,3
4866,pretentious,3
4867,pretentious,3
4868,pretentious,3
4869,pretentious,3
4870,pretentious,3
4871,pretentious,3
4872,pretentious,3
4873,pretentious,3
4874,pretentious,3
4875,pretentious,3
4876,pretentious,3
4877,pretentious,3
4878,pretentious,3
4879,pretentious,3
4880,pretentious,3
4881,pretentious,3
4882,pretentious,3
4883,pretentious,3
4884,pretentious,3
4885,pretentious,3
4886,pretentious,3
4887,pretentious,3
4888,pretentious,3
4889,pretentious,3
4890,pretentious,3
4891,pretentious,3
4892,pretentious,3
4893,pretentious,3
4894,pretentious,3
4895,pretentious,3
4896,pretentious,3
4897,pretentious,3
4898,pretentious,3
4899,pretentious,3
4900,pretentious,3
4901,pretentious,3
4902,pretentious,3
4903,pretentious,3
4904,pretentious,3
4905,pretentious,3
4906,pretentious,3
4907,pretentious,3
4908,pretentious,3
4909,pretentious,3
4910,pretentious,3
4911,pretentious,3
4912,pretentious,3
4913,pretentious,3
4914,pretentious,more
4915,pretentious,more
4916,pretentious,more
4917,pretentious,more
4918,pretentious,more
4919,pretentious,more
4920,pretentious,more
4921,pretentious,more
4922,pretentious,more
4923,pretentious,more
4924,pretentious,more
4925,pretentious,more
4926,pretentious,more
4927,pretentious,more
4928,pretentious,more
4929,pretentious,more
4930,pretentious,more
4931,pretentious,more
4932,pretentious,more
4933,pretentious,more
4934,pretentious,more
4935,pretentious,more
4936,pretentious,more
4937,pretentious,more
4938,pretentious,more
4939,pretentious,more
4940,pretentious,more
4941,pretentious,more
4942,pretentious,more
4943,pretentious,more
4944,pretentious,more
4945,pretentious,more
4946,pretentious,more
4947,pretentious,more
4948,pretentious,more
4949,pretentious,more
4950,pretentious,more
4951,pretentious,more
4952,pretentious,more
4953,pretentious,more
4954,pretentious,more
4955,pretentious,more
4956,pretentious,more
4957,pretentious,more
4958,pretentious,more
4959,pretentious,more
4960,pretentious,more
4961,pretentious,more
4962,pretentious,more
4963,pretentious,more
4964,pretentious,more
4965,pretentious,more
4966,pretentious,more
4967,pretentious,more
4968,pretentious,1
4969,pretentious,1
4970,pretentious,1
4971,pretentious,1
4972,pretentious,1
4973,pretentious,1
4974,pretentious,1
4975,pretentious,1
4976,pretentious,1
4977,pretentious,1
4978,pretentious,1
4979,pretentious,1
4980,pretentious,1
4981,pretentious,1
4982,pretentious,1
4983,pretentious,1
4984,pretentious,1
4985,pretentious,1
4986,pretentious,1
4987,pretentious,1
4988,pretentious,1
4989,pretentious,1
4990,pretentious,1
4991,pretentious,1
4992,pretentious,1
4993,pretentious,1
4994,pretentious,1
4995,pretentious,1
4996,pretentious,1
4997,pretentious,1
4998,pretentious,1
4999,pretentious,1
5000,pretentious,1
5001,pretentious,1
5002,pretentious,1
5003,pretentious,1
5004,pretentious,1
5005,pretentious,1
5006,pretentious,1
5007,pretentious,1
5008,pretentious,1
5009,pretentious,1
5010,pretentious,1
5011,pretentious,1
5012,pretentious,1
5013,pretentious,1
5014,pretentious,1
5015,pretentious,1
5016,pretentious,1
5017,pretentious,1
5018,pretentious,1
5019,pretentious,1
5020,pretentious,1
5021,pretentious,1
5022,pretentious,2
5023,pretentious,2
5024,pretentious,2
5025,pretentious,2
5026,pretentious,2
5027,pretentious,2
5028,pretentious,2
5029,pretentious,2
5030,pretentious,2
5031,pretentious,2
5032,pretentious,2
5033,pretentious,2
5034,pretentious,2
5035,pretentious,2
5036,pretentious,2
5037,pretentious,2
5038,pretentious,2
5039,pretentious,2
5040,pretentious,2
5041,pretentious,2
5042,pretentious,2
5043,pretentious,2
5044,pretentious,2
5045,pretentious,2
5046,pretentious,2
5047,pretentious,2
5048,pretentious,2
5049,pretentious,2
5050,pretentious,2
5051,pretentious,2
5052,pretentious,2
5053,pretentious,2
5054,pretentious,2
5055,pretentious,2
5056,pretentious,2
5057,pretentious,2
5058,pretentious,2
5059,pretentious,2
5060,pretentious,2
5061,pretentious,2
5062,pretentious,2
5063,pretentious,2
5064,pretentious,2
5065,pretentious,2
5066,pretentious,2
5067,pretentious,2
5068,pretentious,2
5069,pretentious,2
5070,pretentious,2
5071,pretentious,2
5072,pretentious,2
5073,pretentious,2
5074,pretentious,2
5075,pretentious,2
5076,pretentious,3
5077,pretentious,3
5078,pretentious,3
5079,pretentious,3
5080,pretentious,3
5081,pretentious,3
5082,pretentious,3
5083,pretentious,3
5084,pretentious,3
5085,pretentious,3
5086,pretentious,3
5087,pretentious,3
5088,pretentious,3
5089,pretentious,3
5090,pretentious,3
5091,pretentious,3
5092,pretentious,3
5093,pretentious,3
5094,pretentious,3
5095,pretentious,3
5096,pretentious,3
5097,pretentious,3
5098,pretentious,3
5099,pretentious,3
5100,pretentious,3
5101,pretentious,3
5102,pretentious,3
5103,pretentious,3
5104,pretentious,3
5105,pretentious,3
5106,pretentious,3
5107,pretentious,3
5108,pretentious,3
5109,pretentious,3
5110,pretentious,3
5111,pretentious,3
5112,pretentious,3
5113,pretentious,3
5114,pretentious,3
5115,pretentious,3
5116,pretentious,3
5117,pretentious,3
5118,pretentious,3
5119,pretentious,3
5120,pretentious,3
5121,pretentious,3
5122,pretentious,3
5123,pretentious,3
5124,pretentious,3
5125,pretentious,3
5126,pretentious,3
5127,pretentious,3
5128,pretentious,3
5129,pretentious,3
5130,pretentious,more
5131,pretentious,more
5132,pretentious,more
5133,pretentious,more
5134,pretentious,more
5135,pretentious,more
5136,pretentious,more
5137,pretentious,more
5138,pretentious,more
5139,pretentious,more
5140,pretentious,more
5141,pretentious,more
5142,pretentious,more
5143,pretentious,more
5144,pretentious,more
5145,pretentious,more
5146,pretentious,more
5147,pretentious,more
5148,pretentious,more
5149,pretentious,more
5150,pretentious,more
5151,pretentious,more
5152,pretentious,more
5153,pretentious,more
5154,pretentious,more
5155,pretentious,more
5156,pretentious,more
5157,pretentious,more
5158,pretentious,more
5159,pretentious,more
5160,pretentious,more
5161,pretentious,more
5162,pretentious,more
5163,pretentious,more
5164,pretentious,more
5165,pretentious,more
5166,pretentious,more
5167,pretentious,more
5168,pretentious,more
5169,pretentious,more
5170,pretentious,more
5171,pretentious,more
5172,pretentious,more
5173,pretentious,more
5174,pretentious,more
5175,pretentious,more
5176,pretentious,more
5177,pretentious,more
5178,pretentious,more
5179,pretentious,more
5180,pretentious,more
5181,pretentious,more
5182,pretentious,more
5183,pretentious,more
5184,pretentious,1
5185,pretentious,1
5186,pretentious,1
5187,pretentious,1
5188,pretentious,1
5189,pretentious,1
5190,pretentious,1
5191,pretentious,1
5192,pretentious,1
5193,pretentious,1
5194,pretentious,1
5195,pretentious,1
5196,pretentious,1
5197,pretentious,1
5198,pretentious,1
5199,pretentious,1
5200,pretentious,1
5201,pretentious,1
5202,pretentious,1
5203,pretentious,1
5204,pretentious,1
5205,pretentious,1
5206,pretentious,1
5207,pretentious,1
5208,pretentious,1
5209,pretentious,1
5210,pretentious,1
5211,pretentious,1
5212,pretentious,1
5213,pretentious,1
5214,pretentious,1
5215,pretentious,1
5216,pretentious,1
5217,pretentious,1
5218,pretentious,1
5219,pretentious,1
5220,pretentious,1
5221,pretentious,1
5222,pretentious,1
5223,pretentious,1
5224,pretentious,1
5225,pretentious,1
5226,pretentious,1
5227,pretentious,1
5228,pretentious,1
5229,pretentious,1
5230,pretentious,1
5231,pretentious,1
5232,pretentious,1
5233,pretentious,1
5234,pretentious,1
5235,pretentious,1
5236,pretentious,1
5237,pretentious,1
5238,pretentious,2
5239,pretentious,2
5240,pretentious,2
5241,pretentious,2
5242,pretentious,2
5243,pretentious,2
5244,pretentious,2
5245,pretentious,2
5246,pretentious,2
5247,pretentious,2
5248,pretentious,2
5249,pretentious,2
5250,pretentious,2
5251,pretentious,2
5252,pretentious,2
5253,pretentious,2
5254,pretentious,2
5255,pretentious,2
5256,pretentious,2
5257,pretentious,2
5258,pretentious,2
5259,pretentious,2
5260,pretentious,2
5261,pretentious,2
5262,pretentious,2
5263,pretentious,2
5264,pretentious,2
5265,pretentious,2
5266,pretentious,2
5267,pretentious,2
5268,pretentious,2
5269,pretentious,2
5270,pretentious,2
5271,pretentious,2
5272,pretentious,2
5273,pretentious,2
5274,pretentious,2
5275,pretentious,2
5276,pretentious,2
5277,pretentious,2
5278,pretentious,2
5279,pretentious,2
5280,pretentious,2
5281,pretentious,2
5282,pretentious,2
5283,pretentious,2
5284,pretentious,2
5285,pretentious,2
5286,pretentious,2
5287,pretentious,2
5288,pretentious,2
5289,pretentious,2
5290,pretentious,2
5291,pretentious,2
5292,pretentious,3
5293,pretentious,3
5294,pretentious,3
5295,pretentious,3
5296,pretentious,3
5297,pretentious,3
5298,pretentious,3
5299,pretentious,3
5300,pretentious,3
5301,pretentious,3
5302,pretentious,3
5303,pretentious,3
5304,pretentious,3
5305,pretentious,3
5306,pretentious,3
5307,pretentious,3
5308,pretentious,3
5309,pretentious,3
5310,pretentious,3
5311,pretentious,3
5312,pretentious,3
5313,pretentious,3
5314,pretentious,3
5315,pretentious,3
5316,pretentious,3
5317,pretentious,3
5318,pretentious,3
5319,pretentious,3
5320,pretentious,3
5321,pretentious,3
5322,pretentious,3
5323,pretentious,3
5324,pretentious,3
5325,pretentious,3
5326,pretentious,3
5327,pretentious,3
5328,pretentious,3
5329,pretentious,3
5330,pretentious,3
5331,pretentious,3
5332,pretentious,3
5333,pretentious,3
5334,pretentious,3
5335,pretentious,3
5336,pretentious,3
5337,pretentious,3
5338,pretentious,3
5339,pretentious,3
5340,pretentious,3
5341,pretentious,3
5342,pretentious,3
5343,pretentious,3
5344,pretentious,3
5345,pretentious,3
5346,pretentious,more
5347,pretentious,more
5348,pretentious,more
5349,pretentious,more
5350,pretentious,more
5351,pretentious,more
5352,pretentious,more
5353,pretentious,more
5354,pretentious,more
5355,pretentious,more
5356,pretentious,more
5357,pretentious,more
5358,pretentious,more
5359,pretentious,more
5360,pretentious,more
5361,pretentious,more
5362,pretentious,more
5363,pretentious,more
5364,pretentious,more
5365,pretentious,more
5366,pretentious,more
5367,pretentious,more
5368,pretentious,more
5369,pretentious,more
5370,pretentious,more
5371,pretentious,more
5372,pretentious,more
5373,pretentious,more
5374,pretentious,more
5375,pretentious,more
5376,pretentious,more
5377,pretentious,more
5378,pretentious,more
5379,pretentious,more
5380,pretentious,more
5381,pretentious,more
5382,pretentious,more
5383,pretentious,more
5384,pretentious,more
5385,pretentious,more
5386,pretentious,more
5387,pretentious,more
5388,pretentious,more
5389,pretentious,more
5390,pretentious,more
5391,pretentious,more
5392,pretentious,more
5393,pretentious,more
5394,pretentious,more
5395,pretentious,more
5396,pretentious,more
5397,pretentious,more
5398,pretentious,more
5399,pretentious,more
5400,pretentious,1
5401,pretentious,1
5402,pretentious,1
5403,pretentious,1
5404,pretentious,1
5405,pretentious,1
5406,pretentious,1
5407,pretentious,1
5408,pretentious,1
5409,pretentious,1
5410,pretentious,1
5411,pretentious,1
5412,pretentious,1
5413,pretentious,1
5414,pretentious,1
5415,pretentious,1
5416,pretentious,1
5417,pretentious,1
5418,pretentious,1
5419,pretentious,1
5420,pretentious,1
5421,pretentious,1
5422,pretentious,1
5423,pretentious,1
5424,pretentious,1
5425,pretentious,1
5426,pretentious,1
5427,pretentious,1
5428,pretentious,1
5429,pretentious,1
5430,pretentious,1
5431,pretentious,1
5432,pretentious,1
5433,pretentious,1
5434,pretentious,1
5435,pretentious,1
5436,pretentious,1
5437,pretentious,1
5438,pretentious,1
5439,pretentious,1
5440,pretentious,1
5441,pretentious,1
5442,pretentious,1
5443,pretentious,1
5444,pretentious,1
5445,pretentious,1
5446,pretentious,1
5447,pretentious,1
5448,pretentious,1
5449,pretentious,1
5450,pretentious,1
5451,pretentious,1
5452,pretentious,1
5453,pretentious,1
5454,pretentious,2
5455,pretentious,2
5456,pretentious,2
5457,pretentious,2
5458,pretentious,2
5459,pretentious,2
5460,pretentious,2
5461,pretentious,2
5462,pretentious,2
5463,pretentious,2
5464,pretentious,2
5465,pretentious,2
5466,pretentious,2
5467,pretentious,2
5468,pretentious,2
5469,pretentious,2
5470,pretentious,2
5471,pretentious,2
5472,pretentious,2
5473,pretentious,2
5474,pretentious,2
5475,pretentious,2
5476,pretentious,2
5477,pretentious,2
5478,pretentious,2
5479,pretentious,2
5480,pretentious,2
5481,pretentious,2
5482,pretentious,2
5483,pretentious,2
5484,pretentious,2
5485,pretentious,2
5486,pretentious,2
5487,pretentious,2
5488,pretentious,2
5489,pretentious,2
5490,pretentious,2
5491,pretentious,2
5492,pretentious,2
5493,pretentious,2
5494,pretentious,2
5495,pretentious,2
5496,pretentious,2
5497,pretentious,2
5498,pretentious,2
5499,pretentious,2
5500,pretentious,2
5501,pretentious,2
5502,pretentious,2
5503,pretentious,2
5504,pretentious,2
5505,pretentious,2
5506,pretentious,2
5507,pretentious,2
5508,pretentious,3
5509,pretentious,3
5510,pretentious,3
5511,pretentious,3
5512,pretentious,3
5513,pretentious,3
5514,pretentious,3
5515,pretentious,3
5516,pretentious,3
5517,pretentious,3
5518,pretentious,3
5519,pretentious,3
5520,pretentious,3
5521,pretentious,3
5522,pretentious,3
5523,pretentious,3
5524,pretentious,3
5525,pretentious,3
5526,pretentious,3
5527,pretentious,3
5528,pretentious,3
5529,pretentious,3
5530,pretentious,3
5531,pretentious,3
5532,pretentious,3
5533,pretentious,3
5534,pretentious,3
5535,pretentious,3
5536,pretentious,3
5537,pretentious,3
5538,pretentious,3
5539,pretentious,3
5540,pretentious,3
5541,pretentious,3
5542,pretentious,3
5543,pretentious,3
5544,pretentious,3
5545,pretentious,3
5546,pretentious,3
5547,pretentious,3
5548,pretentious,3
5549,pretentious,3
5550,pretentious,3
